BatsmanName,venue,city,TotalBatsmenRuns_Venue,TotalBatsmenSixes_Venue,TotalBatsmenFours_Venue,TotalBallsFaced_Venue,TotalDotBalls_Venue,DotBallPercentage_Venue,BoundaryPercentage_Venue,TotalInnings_Venue,NumberOfOuts_Venue,NotOuts_Venue,BattingStrikeRate_Venue,BattingAverage_Venue
Axar Patel,Punjab Cricket Association IS Bindra Stadium,Mohali,6,0,1,5,2,40,66.67,1,1,0,120,6
Axar Patel,Saurashtra Cricket Association Stadium,Saurashtra,29,0,5,13,2,15.38,68.97,2,,,223.08,
Axar Patel,Sawai Mansingh Stadium,Jaipur,1,0,0,1,1,100,0,1,,,100,
Axar Patel,Shaheed Veer Narayan Singh International Stadium,Raipur,0,0,0,1,2,200,,1,1,0,0,0
Axar Patel,The Rose Bowl,Southampton,17,0,3,12,6,50,70.59,1,1,0,141.67,17
Axar Patel,The Village,Dublin,0,0,0,1,1,100,,1,1,0,0,0
Axar Patel,Wankhede Stadium,Mumbai,31,1,3,20,8,40,58.06,1,,,155,
Alzarri Joseph,Adelaide Oval,Adelaide,2,0,0,5,3,60,0,1,,,40,
Alzarri Joseph,Bellerive Oval,Tasmania,0,0,0,1,1,100,,1,1,0,0,0
Alzarri Joseph,Brian Lara Stadium,Trinidad & Tobago,5,0,0,11,6,54.55,0,1,,,45.45,
Alzarri Joseph,Brisbane Cricket Ground,Brisbane,11,0,2,7,4,57.14,72.73,1,,,157.14,
Alzarri Joseph,Carrara Oval,Carrara,7,1,0,7,6,85.71,85.71,1,1,0,100,7
Alzarri Joseph,Central Broward Regional Park Stadium Turf Ground,Florida,6,0,0,10,4,40,0,1,,,60,
Alzarri Joseph,Providence Stadium,Guyana,10,1,0,8,4,50,60,1,,,125,
Alzarri Joseph,The Wanderers Stadium,Johannesburg,14,1,1,9,3,33.33,71.43,1,,,155.56,
Alex Carey,Daren Sammy National Cricket Stadium,Saint Lucia,22,0,3,24,12,50,54.55,3,3,0,91.67,7.33
Alex Carey,Shere Bangla National Stadium,Dhaka,35,1,3,40,20,50,51.43,5,4,1,87.5,8.75
Alex Carey,The Rose Bowl,Southampton,3,0,0,12,10,83.33,0,2,2,0,25,1.5
Adil Rashid,Brian Lara Stadium,Trinidad & Tobago,1,0,0,1,,,0,1,,,100,
Adil Rashid,Edgbaston,Birmingham,8,0,0,8,2,25,0,1,1,0,100,8
Adil Rashid,Headingley,Leeds,2,0,0,4,2,50,0,1,1,0,50,2
